PurchaseOrderID,SupplierID,OrderDate,DeliveryMethodID,ContactPersonID,ExpectedDeliveryDate,SupplierReference,IsOrderFinalized,Comments,InternalComments,LastEditedBy,LastEditedWhen
136,7,41353,2,2,41373,BC0280982,TRUE,,,11,41354.29167
137,4,41354,7,2,41374,293092,TRUE,,,2,41355.29167
138,7,41354,2,2,41374,BC0280982,TRUE,,,2,41355.29167
139,4,41355,7,2,41375,293092,TRUE,,,7,41358.29167
140,7,41355,2,2,41375,BC0280982,TRUE,,,7,41358.29167
141,7,41356,2,2,41376,BC0280982,TRUE,,,7,41358.29167
142,4,41358,7,2,41378,293092,TRUE,,,6,41359.29167
143,7,41358,2,2,41378,BC0280982,TRUE,,,6,41359.29167
144,4,41359,7,2,41379,293092,TRUE,,,4,41360.29167
145,7,41359,2,2,41379,BC0280982,TRUE,,,4,41360.29167
146,4,41360,7,2,41380,293092,TRUE,,,10,41361.29167
147,7,41360,2,2,41380,BC0280982,TRUE,,,10,41361.29167
148,4,41361,7,2,41381,293092,TRUE,,,13,41362.29167
149,7,41361,2,2,41381,BC0280982,TRUE,,,13,41362.29167
150,4,41362,7,2,41382,293092,TRUE,,,15,41365.29167
151,7,41362,2,2,41382,BC0280982,TRUE,,,15,41365.29167
152,4,41363,7,2,41370,293092,TRUE,,,15,41365.29167
153,4,41365,7,2,41385,293092,TRUE,,,15,41366.29167
154,7,41365,2,2,41385,BC0280982,TRUE,,,15,41366.29167
155,4,41366,7,2,41386,293092,TRUE,,,16,41367.29167
156,7,41366,2,2,41386,BC0280982,TRUE,,,16,41367.29167
157,4,41367,7,2,41387,293092,TRUE,,,3,41368.29167
158,7,41367,2,2,41387,BC0280982,TRUE,,,3,41368.29167
159,4,41368,7,2,41388,293092,TRUE,,,15,41369.29167
160,7,41368,2,2,41388,BC0280982,TRUE,,,15,41369.29167
161,4,41369,7,2,41389,293092,TRUE,,,15,41372.29167
162,7,41369,2,2,41389,BC0280982,TRUE,,,15,41372.29167
163,4,41370,7,2,41390,293092,TRUE,,,15,41372.29167
164,7,41370,2,2,41390,BC0280982,TRUE,,,15,41372.29167
165,4,41372,7,2,41392,293092,TRUE,,,16,41373.29167
166,7,41372,2,2,41392,BC0280982,TRUE,,,16,41373.29167
167,4,41373,7,2,41393,293092,TRUE,,,13,41374.29167
168,7,41373,2,2,41393,BC0280982,TRUE,,,13,41374.29167
169,4,41374,7,2,41394,293092,TRUE,,,19,41375.29167
170,7,41374,2,2,41394,BC0280982,TRUE,,,19,41375.29167
171,4,41375,7,2,41395,293092,TRUE,,,5,41376.29167
172,7,41375,2,2,41395,BC0280982,TRUE,,,5,41376.29167
173,4,41376,7,2,41396,293092,TRUE,,,5,41379.29167
174,7,41376,2,2,41396,BC0280982,TRUE,,,5,41379.29167
175,4,41377,7,2,41384,293092,TRUE,,,5,41379.29167
176,4,41379,7,2,41399,293092,TRUE,,,6,41380.29167
177,7,41379,2,2,41399,BC0280982,TRUE,,,6,41380.29167
178,4,41380,7,2,41400,293092,TRUE,,,12,41381.29167
179,7,41380,2,2,41400,BC0280982,TRUE,,,12,41381.29167
180,4,41381,7,2,41401,293092,TRUE,,,15,41382.29167
181,7,41381,2,2,41401,BC0280982,TRUE,,,15,41382.29167
182,4,41382,7,2,41402,293092,TRUE,,,20,41383.29167
183,7,41382,2,2,41402,BC0280982,TRUE,,,20,41383.29167
184,4,41383,7,2,41403,293092,TRUE,,,16,41386.29167
185,7,41383,2,2,41403,BC0280982,TRUE,,,16,41386.29167
186,4,41384,7,2,41398,293092,TRUE,,,16,41386.29167
187,7,41384,2,2,41398,BC0280982,TRUE,,,16,41386.29167
188,4,41386,7,2,41406,293092,TRUE,,,17,41387.29167
189,7,41386,2,2,41406,BC0280982,TRUE,,,17,41387.29167
190,4,41387,7,2,41407,293092,TRUE,,,20,41388.29167
191,7,41387,2,2,41407,BC0280982,TRUE,,,20,41388.29167
192,4,41388,7,2,41408,293092,TRUE,,,17,41389.29167
193,7,41388,2,2,41408,BC0280982,TRUE,,,17,41389.29167
194,4,41389,7,2,41409,293092,TRUE,,,15,41390.29167
195,7,41389,2,2,41409,BC0280982,TRUE,,,15,41390.29167
196,4,41390,7,2,41410,293092,TRUE,,,9,41393.29167
197,7,41390,2,2,41410,BC0280982,TRUE,,,9,41393.29167
198,4,41391,7,2,41405,293092,TRUE,,,9,41393.29167
199,7,41391,2,2,41405,BC0280982,TRUE,,,9,41393.29167
200,4,41393,7,2,41413,293092,TRUE,,,6,41394.29167
201,7,41393,2,2,41413,BC0280982,TRUE,,,6,41394.29167
202,4,41394,7,2,41414,293092,TRUE,,,18,41395.29167
203,7,41394,2,2,41414,BC0280982,TRUE,,,18,41395.29167
204,4,41395,7,2,41415,293092,TRUE,,,10,41396.29167
205,7,41395,2,2,41415,BC0280982,TRUE,,,10,41396.29167
206,4,41396,7,2,41416,293092,TRUE,,,4,41397.29167
207,7,41396,2,2,41416,BC0280982,TRUE,,,4,41397.29167
208,4,41397,7,2,41417,293092,TRUE,,,6,41400.29167
209,7,41397,2,2,41417,BC0280982,TRUE,,,6,41400.29167
210,4,41398,7,2,41405,293092,TRUE,,,6,41400.29167
211,4,41400,7,2,41420,293092,TRUE,,,5,41401.29167
212,7,41400,2,2,41420,BC0280982,TRUE,,,5,41401.29167
213,4,41401,7,2,41421,293092,TRUE,,,2,41402.29167
214,7,41401,2,2,41421,BC0280982,TRUE,,,2,41402.29167
215,4,41402,7,2,41422,293092,TRUE,,,8,41403.29167
216,7,41402,2,2,41422,BC0280982,TRUE,,,8,41403.29167
217,4,41403,7,2,41423,293092,TRUE,,,20,41404.29167
218,7,41403,2,2,41423,BC0280982,TRUE,,,20,41404.29167
219,4,41404,7,2,41424,293092,TRUE,,,9,41407.29167
220,7,41404,2,2,41424,BC0280982,TRUE,,,9,41407.29167
221,4,41405,7,2,41412,293092,TRUE,,,9,41407.29167
222,4,41407,7,2,41427,293092,TRUE,,,15,41408.29167
223,7,41407,2,2,41427,BC0280982,TRUE,,,15,41408.29167
224,4,41408,7,2,41428,293092,TRUE,,,11,41409.29167
225,7,41408,2,2,41428,BC0280982,TRUE,,,11,41409.29167
226,4,41409,7,2,41429,293092,TRUE,,,11,41410.29167
227,7,41409,2,2,41429,BC0280982,TRUE,,,11,41410.29167
228,4,41410,7,2,41430,293092,TRUE,,,19,41411.29167
229,7,41410,2,2,41430,BC0280982,TRUE,,,19,41411.29167
230,4,41411,7,2,41431,293092,TRUE,,,7,41414.29167
231,7,41411,2,2,41431,BC0280982,TRUE,,,7,41414.29167
232,4,41412,7,2,41432,293092,TRUE,,,7,41414.29167
233,7,41412,2,2,41432,BC0280982,TRUE,,,7,41414.29167
234,4,41414,7,2,41434,293092,TRUE,,,7,41415.29167
235,7,41414,2,2,41434,BC0280982,TRUE,,,7,41415.29167
236,4,41415,7,2,41435,293092,TRUE,,,12,41416.29167
237,7,41415,2,2,41435,BC0280982,TRUE,,,12,41416.29167
238,4,41416,7,2,41436,293092,TRUE,,,5,41417.29167
239,7,41416,2,2,41436,BC0280982,TRUE,,,5,41417.29167
240,4,41417,7,2,41437,293092,TRUE,,,18,41418.29167
241,7,41417,2,2,41437,BC0280982,TRUE,,,18,41418.29167
242,4,41418,7,2,41438,293092,TRUE,,,5,41421.29167
243,7,41418,2,2,41438,BC0280982,TRUE,,,5,41421.29167
244,4,41419,7,2,41433,293092,TRUE,,,5,41421.29167
245,7,41419,2,2,41433,BC0280982,TRUE,,,5,41421.29167
246,4,41421,7,2,41441,293092,TRUE,,,15,41422.29167
247,7,41421,2,2,41441,BC0280982,TRUE,,,15,41422.29167
248,4,41422,7,2,41442,293092,TRUE,,,8,41423.29167
249,7,41422,2,2,41442,BC0280982,TRUE,,,8,41423.29167
250,4,41423,7,2,41443,293092,TRUE,,,14,41424.29167
251,7,41423,2,2,41443,BC0280982,TRUE,,,14,41424.29167
252,4,41424,7,2,41444,293092,TRUE,,,2,41425.29167
253,7,41424,2,2,41444,BC0280982,TRUE,,,2,41425.29167
254,4,41425,7,2,41445,293092,TRUE,,,2,41428.29167
255,7,41425,2,2,41445,BC0280982,TRUE,,,2,41428.29167
256,4,41426,7,2,41433,293092,TRUE,,,2,41428.29167
257,4,41428,7,2,41448,293092,TRUE,,,13,41429.29167
258,7,41428,2,2,41448,BC0280982,TRUE,,,13,41429.29167
259,4,41429,7,2,41449,293092,TRUE,,,6,41430.29167
260,7,41429,2,2,41449,BC0280982,TRUE,,,6,41430.29167
261,4,41430,7,2,41450,293092,TRUE,,,13,41431.29167
262,7,41430,2,2,41450,BC0280982,TRUE,,,13,41431.29167
263,4,41431,7,2,41451,293092,TRUE,,,13,41432.29167
264,7,41431,2,2,41451,BC0280982,TRUE,,,13,41432.29167
265,4,41432,7,2,41452,293092,TRUE,,,17,41435.29167
266,7,41432,2,2,41452,BC0280982,TRUE,,,17,41435.29167
267,4,41433,7,2,41447,293092,TRUE,,,17,41435.29167
268,7,41433,2,2,41447,BC0280982,TRUE,,,17,41435.29167
269,4,41435,7,2,41455,293092,TRUE,,,20,41436.29167
270,7,41435,2,2,41455,BC0280982,TRUE,,,20,41436.29167
271,4,41436,7,2,41456,293092,TRUE,,,12,41437.29167
272,7,41436,2,2,41456,BC0280982,TRUE,,,12,41437.29167
273,4,41437,7,2,41457,293092,TRUE,,,3,41438.29167
274,7,41437,2,2,41457,BC0280982,TRUE,,,3,41438.29167
275,4,41438,7,2,41458,293092,TRUE,,,10,41439.29167
276,7,41438,2,2,41458,BC0280982,TRUE,,,10,41439.29167
277,4,41439,7,2,41459,293092,TRUE,,,16,41442.29167
278,7,41439,2,2,41459,BC0280982,TRUE,,,16,41442.29167
279,4,41440,7,2,41454,293092,TRUE,,,16,41442.29167
280,7,41440,2,2,41454,BC0280982,TRUE,,,16,41442.29167
281,4,41442,7,2,41462,293092,TRUE,,,8,41443.29167
282,7,41442,2,2,41462,BC0280982,TRUE,,,8,41443.29167
283,4,41443,7,2,41463,293092,TRUE,,,8,41444.29167
284,7,41443,2,2,41463,BC0280982,TRUE,,,8,41444.29167
285,4,41444,7,2,41464,293092,TRUE,,,4,41445.29167
286,7,41444,2,2,41464,BC0280982,TRUE,,,4,41445.29167
287,4,41445,7,2,41465,293092,TRUE,,,16,41446.29167
288,7,41445,2,2,41465,BC0280982,TRUE,,,16,41446.29167
289,4,41446,7,2,41466,293092,TRUE,,,14,41449.29167
290,7,41446,2,2,41466,BC0280982,TRUE,,,14,41449.29167
291,4,41447,7,2,41461,293092,TRUE,,,14,41449.29167
292,7,41447,2,2,41461,BC0280982,TRUE,,,14,41449.29167
293,4,41449,7,2,41469,293092,TRUE,,,3,41450.29167
294,7,41449,2,2,41469,BC0280982,TRUE,,,3,41450.29167
295,4,41450,7,2,41470,293092,TRUE,,,12,41451.29167
296,7,41450,2,2,41470,BC0280982,TRUE,,,12,41451.29167
297,4,41451,7,2,41471,293092,TRUE,,,17,41452.29167
298,7,41451,2,2,41471,BC0280982,TRUE,,,17,41452.29167
299,4,41452,7,2,41472,293092,TRUE,,,10,41453.29167
300,7,41452,2,2,41472,BC0280982,TRUE,,,10,41453.29167
301,4,41453,7,2,41473,293092,TRUE,,,19,41456.29167
302,7,41453,2,2,41473,BC0280982,TRUE,,,19,41456.29167
303,4,41454,7,2,41468,293092,TRUE,,,19,41456.29167
304,7,41454,2,2,41468,BC0280982,TRUE,,,19,41456.29167
305,4,41456,7,2,41476,293092,TRUE,,,5,41457.29167
306,7,41456,2,2,41476,BC0280982,TRUE,,,5,41457.29167
307,4,41457,7,2,41477,293092,TRUE,,,12,41458.29167
308,7,41457,2,2,41477,BC0280982,TRUE,,,12,41458.29167
309,4,41458,7,2,41478,293092,TRUE,,,13,41459.29167
310,7,41458,2,2,41478,BC0280982,TRUE,,,13,41459.29167
311,4,41459,7,2,41479,293092,TRUE,,,14,41460.29167
312,7,41459,2,2,41479,BC0280982,TRUE,,,14,41460.29167
313,4,41460,7,2,41480,293092,TRUE,,,18,41463.29167
314,7,41460,2,2,41480,BC0280982,TRUE,,,18,41463.29167
315,4,41461,7,2,41475,293092,TRUE,,,18,41463.29167
316,7,41461,2,2,41475,BC0280982,TRUE,,,18,41463.29167
317,4,41463,7,2,41483,293092,TRUE,,,3,41464.29167
318,7,41463,2,2,41483,BC0280982,TRUE,,,3,41464.29167
319,4,41464,7,2,41484,293092,TRUE,,,4,41465.29167
320,7,41464,2,2,41484,BC0280982,TRUE,,,4,41465.29167
321,4,41465,7,2,41485,293092,TRUE,,,10,41466.29167
322,7,41465,2,2,41485,BC0280982,TRUE,,,10,41466.29167
323,4,41466,7,2,41486,293092,TRUE,,,19,41467.29167
324,7,41466,2,2,41486,BC0280982,TRUE,,,19,41467.29167
325,4,41467,7,2,41487,293092,TRUE,,,2,41470.29167
326,7,41467,2,2,41487,BC0280982,TRUE,,,2,41470.29167
327,4,41468,7,2,41482,293092,TRUE,,,2,41470.29167
328,7,41468,2,2,41482,BC0280982,TRUE,,,2,41470.29167
329,4,41470,7,2,41490,293092,TRUE,,,4,41471.29167
330,7,41470,2,2,41490,BC0280982,TRUE,,,4,41471.29167
331,4,41471,7,2,41491,293092,TRUE,,,18,41472.29167
332,7,41471,2,2,41491,BC0280982,TRUE,,,18,41472.29167
333,4,41472,7,2,41492,293092,TRUE,,,18,41473.29167
334,7,41472,2,2,41492,BC0280982,TRUE,,,18,41473.29167
335,4,41473,7,2,41493,293092,TRUE,,,17,41474.29167
336,7,41473,2,2,41493,BC0280982,TRUE,,,17,41474.29167
337,4,41474,7,2,41494,293092,TRUE,,,17,41477.29167
338,7,41474,2,2,41494,BC0280982,TRUE,,,17,41477.29167
339,4,41475,7,2,41482,293092,TRUE,,,17,41477.29167
340,4,41477,7,2,41497,293092,TRUE,,,7,41478.29167
341,7,41477,2,2,41497,BC0280982,TRUE,,,7,41478.29167
342,4,41478,7,2,41498,293092,TRUE,,,14,41479.29167
343,7,41478,2,2,41498,BC0280982,TRUE,,,14,41479.29167
344,4,41479,7,2,41499,293092,TRUE,,,17,41480.29167
345,7,41479,2,2,41499,BC0280982,TRUE,,,17,41480.29167
346,4,41480,7,2,41500,293092,TRUE,,,16,41481.29167
347,7,41480,2,2,41500,BC0280982,TRUE,,,16,41481.29167
348,4,41481,7,2,41501,293092,TRUE,,,20,41484.29167
349,7,41481,2,2,41501,BC0280982,TRUE,,,20,41484.29167
350,4,41482,7,2,41489,293092,TRUE,,,20,41484.29167
351,4,41484,7,2,41504,293092,TRUE,,,18,41485.29167
352,7,41484,2,2,41504,BC0280982,TRUE,,,18,41485.29167
353,4,41485,7,2,41505,293092,TRUE,,,13,41486.29167
354,7,41485,2,2,41505,BC0280982,TRUE,,,13,41486.29167
355,4,41486,7,2,41506,293092,TRUE,,,15,41487.29167
356,7,41486,2,2,41506,BC0280982,TRUE,,,15,41487.29167
357,4,41487,7,2,41507,293092,TRUE,,,18,41488.29167
358,7,41487,2,2,41507,BC0280982,TRUE,,,18,41488.29167
359,4,41488,7,2,41508,293092,TRUE,,,13,41491.29167
360,7,41488,2,2,41508,BC0280982,TRUE,,,13,41491.29167
361,4,41489,7,2,41509,293092,TRUE,,,13,41491.29167
362,7,41489,2,2,41509,BC0280982,TRUE,,,13,41491.29167
363,4,41491,7,2,41511,293092,TRUE,,,16,41492.29167
364,7,41491,2,2,41511,BC0280982,TRUE,,,16,41492.29167
365,4,41492,7,2,41512,293092,TRUE,,,9,41493.29167
366,7,41492,2,2,41512,BC0280982,TRUE,,,9,41493.29167
367,4,41493,7,2,41513,293092,TRUE,,,3,41494.29167
368,7,41493,2,2,41513,BC0280982,TRUE,,,3,41494.29167
369,4,41494,7,2,41514,293092,TRUE,,,14,41495.29167
370,7,41494,2,2,41514,BC0280982,TRUE,,,14,41495.29167
371,4,41495,7,2,41515,293092,TRUE,,,20,41498.29167
372,7,41495,2,2,41515,BC0280982,TRUE,,,20,41498.29167
373,4,41496,7,2,41510,293092,TRUE,,,20,41498.29167
374,7,41496,2,2,41510,BC0280982,TRUE,,,20,41498.29167
375,4,41498,7,2,41518,293092,TRUE,,,8,41499.29167
376,7,41498,2,2,41518,BC0280982,TRUE,,,8,41499.29167
377,4,41499,7,2,41519,293092,TRUE,,,5,41500.29167
378,7,41499,2,2,41519,BC0280982,TRUE,,,5,41500.29167
379,4,41500,7,2,41520,293092,TRUE,,,16,41501.29167
380,7,41500,2,2,41520,BC0280982,TRUE,,,16,41501.29167
381,4,41501,7,2,41521,293092,TRUE,,,16,41502.29167
382,7,41501,2,2,41521,BC0280982,TRUE,,,16,41502.29167
383,4,41502,7,2,41522,293092,TRUE,,,3,41505.29167
384,7,41502,2,2,41522,BC0280982,TRUE,,,3,41505.29167
385,4,41503,7,2,41523,293092,TRUE,,,3,41505.29167
386,7,41503,2,2,41523,BC0280982,TRUE,,,3,41505.29167
387,4,41505,7,2,41525,293092,TRUE,,,13,41506.29167
388,7,41505,2,2,41525,BC0280982,TRUE,,,13,41506.29167
389,4,41506,7,2,41526,293092,TRUE,,,8,41507.29167
390,7,41506,2,2,41526,BC0280982,TRUE,,,8,41507.29167
391,4,41507,7,2,41527,293092,TRUE,,,7,41508.29167
392,7,41507,2,2,41527,BC0280982,TRUE,,,7,41508.29167
393,4,41508,7,2,41528,293092,TRUE,,,2,41509.29167
394,7,41508,2,2,41528,BC0280982,TRUE,,,2,41509.29167
395,4,41509,7,2,41529,293092,TRUE,,,6,41512.29167
396,7,41509,2,2,41529,BC0280982,TRUE,,,6,41512.29167
397,4,41510,7,2,41530,293092,TRUE,,,6,41512.29167
398,7,41510,2,2,41530,BC0280982,TRUE,,,6,41512.29167
399,4,41512,7,2,41532,293092,TRUE,,,2,41513.29167
400,7,41512,2,2,41532,BC0280982,TRUE,,,2,41513.29167
401,4,41513,7,2,41533,293092,TRUE,,,17,41514.29167
402,7,41513,2,2,41533,BC0280982,TRUE,,,17,41514.29167
403,4,41514,7,2,41534,293092,TRUE,,,11,41515.29167
404,7,41514,2,2,41534,BC0280982,TRUE,,,11,41515.29167
405,4,41515,7,2,41535,293092,TRUE,,,15,41516.29167
406,7,41515,2,2,41535,BC0280982,TRUE,,,15,41516.29167
407,4,41516,7,2,41536,293092,TRUE,,,6,41519.29167
408,7,41516,2,2,41536,BC0280982,TRUE,,,6,41519.29167
409,4,41517,7,2,41537,293092,TRUE,,,6,41519.29167
410,7,41517,2,2,41537,BC0280982,TRUE,,,6,41519.29167
411,4,41519,7,2,41539,293092,TRUE,,,14,41520.29167
412,7,41519,2,2,41539,BC0280982,TRUE,,,14,41520.29167
413,4,41520,7,2,41540,293092,TRUE,,,18,41521.29167
